     6621384 del32H1_GGTATA-AHLK7MBBXX_L005_R1.fastq
     6621384 del32H1_GGTATA-AHLK7MBBXX_L005_R2.fastq
     7739496 del32H1K_GCAATA-AHLK7MBBXX_L005_R1.fastq
     7739496 del32H1K_GCAATA-AHLK7MBBXX_L005_R2.fastq
     7172320 del32H2_GTGCTG-AHLK7MBBXX_L005_R1.fastq
     7172320 del32H2_GTGCTG-AHLK7MBBXX_L005_R2.fastq
     7953020 del32H2K_CAATTA-AHLK7MBBXX_L005_R1.fastq
     7953020 del32H2K_CAATTA-AHLK7MBBXX_L005_R2.fastq
     5549580 del32H3_CCCTCC-AHLK7MBBXX_L005_R1.fastq
     5549580 del32H3_CCCTCC-AHLK7MBBXX_L005_R2.fastq
     6858932 del32H3K_CAATGC-AHLK7MBBXX_L005_R1.fastq
     6858932 del32H3K_CAATGC-AHLK7MBBXX_L005_R2.fastq
     8669180 del32H4_GAGAAC-AHLK7MBBXX_L005_R1.fastq
     8669180 del32H4_GAGAAC-AHLK7MBBXX_L005_R2.fastq
     5529724 del32H4K_TGTTCG-AHLK7MBBXX_L005_R1.fastq
     5529724 del32H4K_TGTTCG-AHLK7MBBXX_L005_R2.fastq
     7361208 del32H5K_CCAACA-AHLK7MBBXX_L005_R1.fastq
     7361208 del32H5K_CCAACA-AHLK7MBBXX_L005_R2.fastq
     7188956 del32H5_TGGTGT-AHLK7MBBXX_L005_R1.fastq
     7188956 del32H5_TGGTGT-AHLK7MBBXX_L005_R2.fastq
     9068608 del32H6_AAACAA-AHLK7MBBXX_L005_R1.fastq
     9068608 del32H6_AAACAA-AHLK7MBBXX_L005_R2.fastq
     7231660 del32H6K_CTACCG-AHLK7MBBXX_L005_R1.fastq
     7231660 del32H6K_CTACCG-AHLK7MBBXX_L005_R2.fastq
     9017392 del32H7_AGGGAT-AHLK7MBBXX_L005_R1.fastq
     9017392 del32H7_AGGGAT-AHLK7MBBXX_L005_R2.fastq
     2937916 del32P1H1_CCGTCA-AHLK7MBBXX_L005_R1.fastq
     2937916 del32P1H1_CCGTCA-AHLK7MBBXX_L005_R2.fastq
     8206644 del32P1H1k_AGATAG-AHLK7MBBXX_L005_R1.fastq
     8206644 del32P1H1k_AGATAG-AHLK7MBBXX_L005_R2.fastq
     7572340 del32P1H2_CATCCT-AHLK7MBBXX_L005_R1.fastq
     7572340 del32P1H2_CATCCT-AHLK7MBBXX_L005_R2.fastq
     9190772 del32P1H2k_CCTGCT-AHLK7MBBXX_L005_R1.fastq
     9190772 del32P1H2k_CCTGCT-AHLK7MBBXX_L005_R2.fastq
     8041200 del32P1H3_GTCGGC-AHLK7MBBXX_L005_R1.fastq
     8041200 del32P1H3_GTCGGC-AHLK7MBBXX_L005_R2.fastq
     6879212 del32P1H3k_TTACTC-AHLK7MBBXX_L005_R1.fastq
     6879212 del32P1H3k_TTACTC-AHLK7MBBXX_L005_R2.fastq
     6655252 del32P1H4k_ATTAGG-AHLK7MBBXX_L005_R1.fastq
     6655252 del32P1H4k_ATTAGG-AHLK7MBBXX_L005_R2.fastq
     8257624 del32P1H4_TGTAAA-AHLK7MBBXX_L005_R1.fastq
     8257624 del32P1H4_TGTAAA-AHLK7MBBXX_L005_R2.fastq
     8374720 del32P1H5_CAGCGT-AHLK7MBBXX_L005_R1.fastq
     8374720 del32P1H5_CAGCGT-AHLK7MBBXX_L005_R2.fastq
     6199008 del32P1H5k_GCCTAA-AHLK7MBBXX_L005_R1.fastq
     6199008 del32P1H5k_GCCTAA-AHLK7MBBXX_L005_R2.fastq
     5826536 del32P1H6_GGATCA-AHLK7MBBXX_L005_R1.fastq
     5826536 del32P1H6_GGATCA-AHLK7MBBXX_L005_R2.fastq
     6890768 del32P1H6k_AAAGCG-AHLK7MBBXX_L005_R1.fastq
     6890768 del32P1H6k_AAAGCG-AHLK7MBBXX_L005_R2.fastq
     3686104 del32P1H7_CCCCAT-AHLK7MBBXX_L005_R1.fastq
     3686104 del32P1H7_CCCCAT-AHLK7MBBXX_L005_R2.fastq
     3790784 del32P1H7k_TTGCTA-AHLK7MBBXX_L005_R1.fastq
     3790784 del32P1H7k_TTGCTA-AHLK7MBBXX_L005_R2.fastq
     4466460 del32P1H8k_TCTTCT-AHLK7MBBXX_L005_R1.fastq
     4466460 del32P1H8k_TCTTCT-AHLK7MBBXX_L005_R2.fastq
     5004084 del32P1H8_TTGTGA-AHLK7MBBXX_L005_R1.fastq
     5004084 del32P1H8_TTGTGA-AHLK7MBBXX_L005_R2.fastq
     6475312 e161_GACGAT-AHLK7MBBXX_L005_R1.fastq
     6475312 e161_GACGAT-AHLK7MBBXX_L005_R2.fastq
     5320988 e162_ATTCTC-AHLK7MBBXX_L005_R1.fastq
     5320988 e162_ATTCTC-AHLK7MBBXX_L005_R2.fastq
     8228848 e163_CGAAGG-AHLK7MBBXX_L005_R1.fastq
     8228848 e163_CGAAGG-AHLK7MBBXX_L005_R2.fastq
     6947088 e164_TTGAAG-AHLK7MBBXX_L005_R1.fastq
     6947088 e164_TTGAAG-AHLK7MBBXX_L005_R2.fastq
     3755468 e165_AAAGTA-AHLK7MBBXX_L005_R1.fastq
     3755468 e165_AAAGTA-AHLK7MBBXX_L005_R2.fastq
     6154828 e166_TCAGCG-AHLK7MBBXX_L005_R1.fastq
     6154828 e166_TCAGCG-AHLK7MBBXX_L005_R2.fastq
     6709280 e167_AGGCGC-AHLK7MBBXX_L005_R1.fastq
     6709280 e167_AGGCGC-AHLK7MBBXX_L005_R2.fastq
     2047052 e168_AATCCG-AHLK7MBBXX_L005_R1.fastq
     2047052 e168_AATCCG-AHLK7MBBXX_L005_R2.fastq
     3413428 e16c1_ACATTA-AHLK7MBBXX_L005_R1.fastq
     3413428 e16c1_ACATTA-AHLK7MBBXX_L005_R2.fastq
     5659408 e16c1k_CTTGAC-AHLK7MBBXX_L005_R1.fastq
     5659408 e16c1k_CTTGAC-AHLK7MBBXX_L005_R2.fastq
     1980416 e16c2_GGGTCT-AHLK7MBBXX_L005_R1.fastq
     1980416 e16c2_GGGTCT-AHLK7MBBXX_L005_R2.fastq
     2587296 e16c2k_TTAAGG-AHLK7MBBXX_L005_R1.fastq
     2587296 e16c2k_TTAAGG-AHLK7MBBXX_L005_R2.fastq
     6827616 e16c3_CCAAGC-AHLK7MBBXX_L005_R1.fastq
     6827616 e16c3_CCAAGC-AHLK7MBBXX_L005_R2.fastq
     8084892 e16c3k_AAGTAA-AHLK7MBBXX_L005_R1.fastq
     8084892 e16c3k_AAGTAA-AHLK7MBBXX_L005_R2.fastq
     3054280 e16c4_GCACTG-AHLK7MBBXX_L005_R1.fastq
     3054280 e16c4_GCACTG-AHLK7MBBXX_L005_R2.fastq
     4358032 e16c4k_GCTTCG-AHLK7MBBXX_L005_R1.fastq
     4358032 e16c4k_GCTTCG-AHLK7MBBXX_L005_R2.fastq
     6722444 e16c5_CGTTAA-AHLK7MBBXX_L005_R1.fastq
     6722444 e16c5_CGTTAA-AHLK7MBBXX_L005_R2.fastq
     6734080 e16c5k_AGAATC-AHLK7MBBXX_L005_R1.fastq
     6734080 e16c5k_AGAATC-AHLK7MBBXX_L005_R2.fastq
     5300560 e16c6_GTGTAG-AHLK7MBBXX_L005_R1.fastq
     5300560 e16c6_GTGTAG-AHLK7MBBXX_L005_R2.fastq
     1982096 e16c6k_GACTTT-AHLK7MBBXX_L005_R1.fastq
     1982096 e16c6k_GACTTT-AHLK7MBBXX_L005_R2.fastq
     5252396 e16c7_CACCTC-AHLK7MBBXX_L005_R1.fastq
     5252396 e16c7_CACCTC-AHLK7MBBXX_L005_R2.fastq
     5599892 e16c7k_CGGAAC-AHLK7MBBXX_L005_R1.fastq
     5599892 e16c7k_CGGAAC-AHLK7MBBXX_L005_R2.fastq
     5613148 e16c8k_ATTTGT-AHLK7MBBXX_L005_R1.fastq
     5613148 e16c8k_ATTTGT-AHLK7MBBXX_L005_R2.fastq
     6764772 e16c8_TAAATG-AHLK7MBBXX_L005_R1.fastq
     6764772 e16c8_TAAATG-AHLK7MBBXX_L005_R2.fastq
     3662580 e16h1_GCCCAC-AHLK7MBBXX_L005_R1.fastq
     3662580 e16h1_GCCCAC-AHLK7MBBXX_L005_R2.fastq
     2761820 e16h1k_AGAAGT-AHLK7MBBXX_L005_R1.fastq
     2761820 e16h1k_AGAAGT-AHLK7MBBXX_L005_R2.fastq
     7880572 e16h2_AACCAT-AHLK7MBBXX_L005_R1.fastq
     7880572 e16h2_AACCAT-AHLK7MBBXX_L005_R2.fastq
     4038296 e16h2k_TCTTAA-AHLK7MBBXX_L005_R1.fastq
     4038296 e16h2k_TCTTAA-AHLK7MBBXX_L005_R2.fastq
     9605460 e16h3_GGGGGA-AHLK7MBBXX_L005_R1.fastq
     9605460 e16h3_GGGGGA-AHLK7MBBXX_L005_R2.fastq
     7435680 e16h3k_CGCGTG-AHLK7MBBXX_L005_R1.fastq
     7435680 e16h3k_CGCGTG-AHLK7MBBXX_L005_R2.fastq
     3762272 e16h4k_GCGCCC-AHLK7MBBXX_L005_R1.fastq
     3762272 e16h4k_GCGCCC-AHLK7MBBXX_L005_R2.fastq
     7624556 e16h4_TAGTAC-AHLK7MBBXX_L005_R1.fastq
     7624556 e16h4_TAGTAC-AHLK7MBBXX_L005_R2.fastq
     7552612 e16h5_GTTCTT-AHLK7MBBXX_L005_R1.fastq
     7552612 e16h5_GTTCTT-AHLK7MBBXX_L005_R2.fastq
     8513636 e16h5k_AAGGCC-AHLK7MBBXX_L005_R1.fastq
     8513636 e16h5k_AAGGCC-AHLK7MBBXX_L005_R2.fastq
     4278360 e16h6_ACAGAC-AHLK7MBBXX_L005_R1.fastq
     4278360 e16h6_ACAGAC-AHLK7MBBXX_L005_R2.fastq
     7260168 e16h6k_TGCACG-AHLK7MBBXX_L005_R1.fastq
     7260168 e16h6k_TGCACG-AHLK7MBBXX_L005_R2.fastq
     6027280 e16h7_GTTGCG-AHLK7MBBXX_L005_R1.fastq
     6027280 e16h7_GTTGCG-AHLK7MBBXX_L005_R2.fastq
     6850880 e16h7k_CAGTGA-AHLK7MBBXX_L005_R1.fastq
     6850880 e16h7k_CAGTGA-AHLK7MBBXX_L005_R2.fastq
     6729296 e16h8_AAACTC-AHLK7MBBXX_L005_R1.fastq
     6729296 e16h8_AAACTC-AHLK7MBBXX_L005_R2.fastq
     4033228 e16h8k_GCCGGT-AHLK7MBBXX_L005_R1.fastq
     4033228 e16h8k_GCCGGT-AHLK7MBBXX_L005_R2.fastq
     2577440 e16i1_CTTAAA-AHLK7MBBXX_L005_R1.fastq
     2577440 e16i1_CTTAAA-AHLK7MBBXX_L005_R2.fastq
     6886412 e16i1k_TACTCA-AHLK7MBBXX_L005_R1.fastq
     6886412 e16i1k_TACTCA-AHLK7MBBXX_L005_R2.fastq
     7433688 e16i2k_ATAACG-AHLK7MBBXX_L005_R1.fastq
     7433688 e16i2k_ATAACG-AHLK7MBBXX_L005_R2.fastq
     8020892 e16i2_TAAGGG-AHLK7MBBXX_L005_R1.fastq
     8020892 e16i2_TAAGGG-AHLK7MBBXX_L005_R2.fastq
     8370412 e16i3_ATCGTT-AHLK7MBBXX_L005_R1.fastq
     8370412 e16i3_ATCGTT-AHLK7MBBXX_L005_R2.fastq
     7993744 e16i3k_GAGGGC-AHLK7MBBXX_L005_R1.fastq
     7993744 e16i3k_GAGGGC-AHLK7MBBXX_L005_R2.fastq
     7581632 e16i4_GAGCAA-AHLK7MBBXX_L005_R1.fastq
     7581632 e16i4_GAGCAA-AHLK7MBBXX_L005_R2.fastq
     7758556 e16i4k_TACAAG-AHLK7MBBXX_L005_R1.fastq
     7758556 e16i4k_TACAAG-AHLK7MBBXX_L005_R2.fastq
     6022572 e16i5_ACTGCG-AHLK7MBBXX_L005_R1.fastq
     6022572 e16i5_ACTGCG-AHLK7MBBXX_L005_R2.fastq
     2738472 e16i5k_CGTTTC-AHLK7MBBXX_L005_R1.fastq
     2738472 e16i5k_CGTTTC-AHLK7MBBXX_L005_R2.fastq
     7184300 e16i6_GGCCTC-AHLK7MBBXX_L005_R1.fastq
     7184300 e16i6_GGCCTC-AHLK7MBBXX_L005_R2.fastq
     1487544 e16i6k_CCCGTT-AHLK7MBBXX_L005_R1.fastq
     1487544 e16i6k_CCCGTT-AHLK7MBBXX_L005_R2.fastq
     6807836 e16i7_ATCGGG-AHLK7MBBXX_L005_R1.fastq
     6807836 e16i7_ATCGGG-AHLK7MBBXX_L005_R2.fastq
     7335984 e16i7k_GGTCAC-AHLK7MBBXX_L005_R1.fastq
     7335984 e16i7k_GGTCAC-AHLK7MBBXX_L005_R2.fastq
     3024032 e16i8_AGTCGG-AHLK7MBBXX_L005_R1.fastq
     3024032 e16i8_AGTCGG-AHLK7MBBXX_L005_R2.fastq
     3460440 e16i8k_AGTGCT-AHLK7MBBXX_L005_R1.fastq
     3460440 e16i8k_AGTGCT-AHLK7MBBXX_L005_R2.fastq
     2906632 e16k1_TGATGC-AHLK7MBBXX_L005_R1.fastq
     2906632 e16k1_TGATGC-AHLK7MBBXX_L005_R2.fastq
     3239104 e16k2_ATCTAT-AHLK7MBBXX_L005_R1.fastq
     3239104 e16k2_ATCTAT-AHLK7MBBXX_L005_R2.fastq
     7824296 e16k3_TAGATC-AHLK7MBBXX_L005_R1.fastq
     7824296 e16k3_TAGATC-AHLK7MBBXX_L005_R2.fastq
     2951820 e16k4_GTGAAT-AHLK7MBBXX_L005_R1.fastq
     2951820 e16k4_GTGAAT-AHLK7MBBXX_L005_R2.fastq
     3020196 e16k5_AACGTC-AHLK7MBBXX_L005_R1.fastq
     3020196 e16k5_AACGTC-AHLK7MBBXX_L005_R2.fastq
     6992164 e16k6_TGTCGT-AHLK7MBBXX_L005_R1.fastq
     6992164 e16k6_TGTCGT-AHLK7MBBXX_L005_R2.fastq
     8018060 e16k7_CACTAA-AHLK7MBBXX_L005_R1.fastq
     8018060 e16k7_CACTAA-AHLK7MBBXX_L005_R2.fastq
     7192652 e16k8_TTGACT-AHLK7MBBXX_L005_R1.fastq
     7192652 e16k8_TTGACT-AHLK7MBBXX_L005_R2.fastq
     7671260 hypo10_GGTCCG-AHLK7MBBXX_L005_R1.fastq
     7671260 hypo10_GGTCCG-AHLK7MBBXX_L005_R2.fastq
     8508640 hypo10k_CTGCAC-AHLK7MBBXX_L005_R1.fastq
     8508640 hypo10k_CTGCAC-AHLK7MBBXX_L005_R2.fastq
     8187308 hypo1k_AACTTA-AHLK7MBBXX_L005_R1.fastq
     8187308 hypo1k_AACTTA-AHLK7MBBXX_L005_R2.fastq
     8978264 hypo1_TGACCT-AHLK7MBBXX_L005_R1.fastq
     8978264 hypo1_TGACCT-AHLK7MBBXX_L005_R2.fastq
     7723408 hypo2_CAGTTC-AHLK7MBBXX_L005_R1.fastq
     7723408 hypo2_CAGTTC-AHLK7MBBXX_L005_R2.fastq
     8042892 hypo2k_TGTGAG-AHLK7MBBXX_L005_R1.fastq
     8042892 hypo2k_TGTGAG-AHLK7MBBXX_L005_R2.fastq
     7183924 hypo3k_CAACGA-AHLK7MBBXX_L005_R1.fastq
     7183924 hypo3k_CAACGA-AHLK7MBBXX_L005_R2.fastq
     9558784 hypo3_TGCAGT-AHLK7MBBXX_L005_R1.fastq
     9558784 hypo3_TGCAGT-AHLK7MBBXX_L005_R2.fastq
     8557884 hypo4_AATGAA-AHLK7MBBXX_L005_R1.fastq
     8557884 hypo4_AATGAA-AHLK7MBBXX_L005_R2.fastq
     7565064 hypo4k_AAGGTG-AHLK7MBBXX_L005_R1.fastq
     7565064 hypo4k_AAGGTG-AHLK7MBBXX_L005_R2.fastq
     7224892 hypo5k_TTCAAC-AHLK7MBBXX_L005_R1.fastq
     7224892 hypo5k_TTCAAC-AHLK7MBBXX_L005_R2.fastq
     8326564 hypo5_TGCCAG-AHLK7MBBXX_L005_R1.fastq
     8326564 hypo5_TGCCAG-AHLK7MBBXX_L005_R2.fastq
     7382888 hypo6_CACTGT-AHLK7MBBXX_L005_R1.fastq
     7382888 hypo6_CACTGT-AHLK7MBBXX_L005_R2.fastq
     9252640 hypo6k_ACGAAT-AHLK7MBBXX_L005_R1.fastq
     9252640 hypo6k_ACGAAT-AHLK7MBBXX_L005_R2.fastq
     6030612 hypo7k_GGATTC-AHLK7MBBXX_L005_R1.fastq
     6030612 hypo7k_GGATTC-AHLK7MBBXX_L005_R2.fastq
     8856536 hypo8_AAATGT-AHLK7MBBXX_L005_R1.fastq
     8856536 hypo8_AAATGT-AHLK7MBBXX_L005_R2.fastq
     7300220 hypo8k_GCATGG-AHLK7MBBXX_L005_R1.fastq
     7300220 hypo8k_GCATGG-AHLK7MBBXX_L005_R2.fastq
     8375036 hypo9_GGAGGT-AHLK7MBBXX_L005_R1.fastq
     8375036 hypo9_GGAGGT-AHLK7MBBXX_L005_R2.fastq
     7196516 hypo9k_GTGACG-AHLK7MBBXX_L005_R1.fastq
     7196516 hypo9k_GTGACG-AHLK7MBBXX_L005_R2.fastq
     8855036 mCPP1k_GTCCTA-AHLK7MBBXX_L005_R1.fastq
     8855036 mCPP1k_GTCCTA-AHLK7MBBXX_L005_R2.fastq
     6453488 mCPP1_TTTCCG-AHLK7MBBXX_L005_R1.fastq
     6453488 mCPP1_TTTCCG-AHLK7MBBXX_L005_R2.fastq
     7488852 mCPP2_GACTCG-AHLK7MBBXX_L005_R1.fastq
     7488852 mCPP2_GACTCG-AHLK7MBBXX_L005_R2.fastq
     9228328 mCPP2k_ACGGTA-AHLK7MBBXX_L005_R1.fastq
     9228328 mCPP2k_ACGGTA-AHLK7MBBXX_L005_R2.fastq
     8319772 mCPP3_AATGGT-AHLK7MBBXX_L005_R1.fastq
     8319772 mCPP3_AATGGT-AHLK7MBBXX_L005_R2.fastq
     7889452 mCPP3k_ACACCG-AHLK7MBBXX_L005_R1.fastq
     7889452 mCPP3k_ACACCG-AHLK7MBBXX_L005_R2.fastq
     7691132 mCPP4_GTAACA-AHLK7MBBXX_L005_R1.fastq
     7691132 mCPP4_GTAACA-AHLK7MBBXX_L005_R2.fastq
     6784160 mCPP4k_AGTATT-AHLK7MBBXX_L005_R1.fastq
     6784160 mCPP4k_AGTATT-AHLK7MBBXX_L005_R2.fastq
     8713008 mCPP5_GAGAGG-AHLK7MBBXX_L005_R1.fastq
     8713008 mCPP5_GAGAGG-AHLK7MBBXX_L005_R2.fastq
     9382880 mCPP5k_AGCCCT-AHLK7MBBXX_L005_R1.fastq
     9382880 mCPP5k_AGCCCT-AHLK7MBBXX_L005_R2.fastq
     8850892 mCPP6_CAGGCG-AHLK7MBBXX_L005_R1.fastq
     8850892 mCPP6_CAGGCG-AHLK7MBBXX_L005_R2.fastq
     9024896 mCPP6k_CGAGAA-AHLK7MBBXX_L005_R1.fastq
     9024896 mCPP6k_CGAGAA-AHLK7MBBXX_L005_R2.fastq
     8427084 mCPP7k_CCGGGT-AHLK7MBBXX_L005_R1.fastq
     8427084 mCPP7k_CCGGGT-AHLK7MBBXX_L005_R2.fastq
     8799376 ME10_GAACAC-AHLK7MBBXX_L005_R1.fastq
     8799376 ME10_GAACAC-AHLK7MBBXX_L005_R2.fastq
     8467464 ME10K_CTAGGA-AHLK7MBBXX_L005_R1.fastq
     8467464 ME10K_CTAGGA-AHLK7MBBXX_L005_R2.fastq
     9330064 ME1_CACCGG-AHLK7MBBXX_L005_R1.fastq
     9330064 ME1_CACCGG-AHLK7MBBXX_L005_R2.fastq
     9890328 ME1K_CGGCAT-AHLK7MBBXX_L005_R1.fastq
     9890328 ME1K_CGGCAT-AHLK7MBBXX_L005_R2.fastq
     6415272 ME2K_TACGGC-AHLK7MBBXX_L005_R1.fastq
     6415272 ME2K_TACGGC-AHLK7MBBXX_L005_R2.fastq
     9295080 ME2_TGGTCA-AHLK7MBBXX_L005_R1.fastq
     9295080 ME2_TGGTCA-AHLK7MBBXX_L005_R2.fastq
    10021232 ME3K_GGTTAT-AHLK7MBBXX_L005_R1.fastq
    10021232 ME3K_GGTTAT-AHLK7MBBXX_L005_R2.fastq
     7905488 ME3_TCATGT-AHLK7MBBXX_L005_R1.fastq
     7905488 ME3_TCATGT-AHLK7MBBXX_L005_R2.fastq
     9679456 ME4K_TCTGAT-AHLK7MBBXX_L005_R1.fastq
     9679456 ME4K_TCTGAT-AHLK7MBBXX_L005_R2.fastq
     6601088 ME4_TCTCTC-AHLK7MBBXX_L005_R1.fastq
     6601088 ME4_TCTCTC-AHLK7MBBXX_L005_R2.fastq
     8944796 ME5_GTAGTT-AHLK7MBBXX_L005_R1.fastq
     8944796 ME5_GTAGTT-AHLK7MBBXX_L005_R2.fastq
     8862788 ME5K_CTCATA-AHLK7MBBXX_L005_R1.fastq
     8862788 ME5K_CTCATA-AHLK7MBBXX_L005_R2.fastq
     8445432 ME6_CAGAAA-AHLK7MBBXX_L005_R1.fastq
     8445432 ME6_CAGAAA-AHLK7MBBXX_L005_R2.fastq
     6626192 ME6K_GAGTTG-AHLK7MBBXX_L005_R1.fastq
     6626192 ME6K_GAGTTG-AHLK7MBBXX_L005_R2.fastq
     8486144 ME7_AGTAAG-AHLK7MBBXX_L005_R1.fastq
     8486144 ME7_AGTAAG-AHLK7MBBXX_L005_R2.fastq
     8876284 ME7K_CGCACA-AHLK7MBBXX_L005_R1.fastq
     8876284 ME7K_CGCACA-AHLK7MBBXX_L005_R2.fastq
     8280960 ME8K_AATTCT-AHLK7MBBXX_L005_R1.fastq
     8280960 ME8K_AATTCT-AHLK7MBBXX_L005_R2.fastq
     8918736 ME8_TCCTTA-AHLK7MBBXX_L005_R1.fastq
     8918736 ME8_TCCTTA-AHLK7MBBXX_L005_R2.fastq
     8015640 ME9_CTTGGG-AHLK7MBBXX_L005_R1.fastq
     8015640 ME9_CTTGGG-AHLK7MBBXX_L005_R2.fastq
     9674428 ME9K_GGAAGA-AHLK7MBBXX_L005_R1.fastq
     9674428 ME9K_GGAAGA-AHLK7MBBXX_L005_R2.fastq
     7291344 Nacl1_GTCATT-AHLK7MBBXX_L005_R1.fastq
     7291344 Nacl1_GTCATT-AHLK7MBBXX_L005_R2.fastq
     8681200 Nacl1k_AGCGGT-AHLK7MBBXX_L005_R1.fastq
     8681200 Nacl1k_AGCGGT-AHLK7MBBXX_L005_R2.fastq
     8602040 Nacl2_CAGGAC-AHLK7MBBXX_L005_R1.fastq
     8602040 Nacl2_CAGGAC-AHLK7MBBXX_L005_R2.fastq
     6635828 Nacl2k_GCTCAA-AHLK7MBBXX_L005_R1.fastq
     6635828 Nacl2k_GCTCAA-AHLK7MBBXX_L005_R2.fastq
     7467732 Nacl3k_TCCATT-AHLK7MBBXX_L005_R1.fastq
     7467732 Nacl3k_TCCATT-AHLK7MBBXX_L005_R2.fastq
     9149176 Nacl3_TAAGAC-AHLK7MBBXX_L005_R1.fastq
     9149176 Nacl3_TAAGAC-AHLK7MBBXX_L005_R2.fastq
     8728784 Nacl4_AGTTGA-AHLK7MBBXX_L005_R1.fastq
     8728784 Nacl4_AGTTGA-AHLK7MBBXX_L005_R2.fastq
     6425340 Nacl4k_ACCTCA-AHLK7MBBXX_L005_R1.fastq
     6425340 Nacl4k_ACCTCA-AHLK7MBBXX_L005_R2.fastq
     6921888 Nacl5_GTTAGT-AHLK7MBBXX_L005_R1.fastq
     6921888 Nacl5_GTTAGT-AHLK7MBBXX_L005_R2.fastq
     7792716 Nacl5k_CCCGAG-AHLK7MBBXX_L005_R1.fastq
     7792716 Nacl5k_CCCGAG-AHLK7MBBXX_L005_R2.fastq
     7536252 Nacl6_CCAGCC-AHLK7MBBXX_L005_R1.fastq
     7536252 Nacl6_CCAGCC-AHLK7MBBXX_L005_R2.fastq
     3564428 P1H1_GACATC-AHLK7MBBXX_L005_R1.fastq
     3564428 P1H1_GACATC-AHLK7MBBXX_L005_R2.fastq
     3792260 P1H1k_GACAGT-AHLK7MBBXX_L005_R1.fastq
     3792260 P1H1k_GACAGT-AHLK7MBBXX_L005_R2.fastq
     5508424 P1H2_CCCGGC-AHLK7MBBXX_L005_R1.fastq
     5508424 P1H2_CCCGGC-AHLK7MBBXX_L005_R2.fastq
     2412864 P1H2k_ATGTCA-AHLK7MBBXX_L005_R1.fastq
     2412864 P1H2k_ATGTCA-AHLK7MBBXX_L005_R2.fastq
     5754904 P1H3_CTCGGT-AHLK7MBBXX_L005_R1.fastq
     5754904 P1H3_CTCGGT-AHLK7MBBXX_L005_R2.fastq
     7742772 P1H3k_GCAGCT-AHLK7MBBXX_L005_R1.fastq
     7742772 P1H3k_GCAGCT-AHLK7MBBXX_L005_R2.fastq
     7381356 P1H4k_CGTCGC-AHLK7MBBXX_L005_R1.fastq
     7381356 P1H4k_CGTCGC-AHLK7MBBXX_L005_R2.fastq
     7857776 P1H4_TCGAAC-AHLK7MBBXX_L005_R1.fastq
     7857776 P1H4_TCGAAC-AHLK7MBBXX_L005_R2.fastq
     6361120 P1H5_GTGTTT-AHLK7MBBXX_L005_R1.fastq
     6361120 P1H5_GTGTTT-AHLK7MBBXX_L005_R2.fastq
     8903200 P1H5k_CGTTGG-AHLK7MBBXX_L005_R1.fastq
     8903200 P1H5k_CGTTGG-AHLK7MBBXX_L005_R2.fastq
     7060360 P1H6_ACCCCC-AHLK7MBBXX_L005_R1.fastq
     7060360 P1H6_ACCCCC-AHLK7MBBXX_L005_R2.fastq
     7195816 P1H6k_ACCAGG-AHLK7MBBXX_L005_R1.fastq
     7195816 P1H6k_ACCAGG-AHLK7MBBXX_L005_R2.fastq
     4191928 P1H7_ACTTTT-AHLK7MBBXX_L005_R1.fastq
     4191928 P1H7_ACTTTT-AHLK7MBBXX_L005_R2.fastq
     3841408 P1H7k_TGTGCC-AHLK7MBBXX_L005_R1.fastq
     3841408 P1H7k_TGTGCC-AHLK7MBBXX_L005_R2.fastq
     7324476 P1H8_GGCCAA-AHLK7MBBXX_L005_R1.fastq
     7324476 P1H8_GGCCAA-AHLK7MBBXX_L005_R2.fastq
     2660968 P1H8k_GGACTT-AHLK7MBBXX_L005_R1.fastq
     2660968 P1H8k_GGACTT-AHLK7MBBXX_L005_R2.fastq
     9389984 wb10k_CGATAC-AHLK7MBBXX_L005_R1.fastq
     9389984 wb10k_CGATAC-AHLK7MBBXX_L005_R2.fastq
     8892700 wb1_CTACTA-AHLK7MBBXX_L005_R1.fastq
     8892700 wb1_CTACTA-AHLK7MBBXX_L005_R2.fastq
     8811136 wb1k_GCACGT-AHLK7MBBXX_L005_R1.fastq
     8811136 wb1k_GCACGT-AHLK7MBBXX_L005_R2.fastq
    10716316 wb2k_AGGGCA-AHLK7MBBXX_L005_R1.fastq
    10716316 wb2k_AGGGCA-AHLK7MBBXX_L005_R2.fastq
     9868556 wb2_TGCGCT-AHLK7MBBXX_L005_R1.fastq
     9868556 wb2_TGCGCT-AHLK7MBBXX_L005_R2.fastq
